Course,Location,Utilization Rate,Course Waitlist,Visits,Coordinates
Ultra Swim 2,Rotary Peace Park - Outdoor Pool,1,0,24,"43.5944528,-79.5071193"
Ultra Swim 1,Rotary Peace Park - Outdoor Pool,1,0,48,"43.5944528,-79.5071193"
Ultra Swim 7,Rotary Peace Park - Outdoor Pool,1,0,16,"43.5944528,-79.5071193"
Ultra Swim 4,Rotary Peace Park - Outdoor Pool,1,0,32,"43.5944528,-79.5071193"
Ultra Swim 2,Rotary Peace Park - Outdoor Pool,1,0,24,"43.5944528,-79.5071193"
Ultra Swim 5,Rotary Peace Park - Outdoor Pool,1,0,32,"43.5944528,-79.5071193"
Tiny Tots Swim,Ourland Park - Outdoor Pool,1,0,9,"43.6155335,-79.50870069999996"
Preschool Swim 1: Penguin,West Mall Outdoor Pool - Outdoor Pool,0.5,0,9,"43.64103069999999,-79.56631440000001"
Ultra Swim 5 - Small Group,Lambton-Kingsway Outdoor Pool,1,0,9,"43.6580361,-79.5078221"
Preschool Swim 2: Stingray,West Mall Outdoor Pool - Outdoor Pool,0.5,0,9,"43.64103069999999,-79.56631440000001"
Doug Philpott Tennis Group Lesson,Amesbury Park,1,1,80,"43.7065208,-79.48234079999997"
Tennis,Eglinton Flats,0.875,2,56,"43.6838522,-79.49358860000001"
Tiny Tots Swim,Kiwanis Outdoor Pool,1,0,9,"43.6988304,-79.3145151"
Tiny Tots Swim,Kiwanis Outdoor Pool,1,1,9,"43.6988304,-79.3145151"
Ultra Swim 1,Scadding Court Community Centre,0.8333,0,40,"43.6509638,-79.40462300000002"
Ultra Swim 1,Scadding Court Community Centre,0.6667,1,32,"43.6509638,-79.40462300000002"
Tiny Tots Swim,Kiwanis Outdoor Pool,1,0,9,"43.6988304,-79.3145151"
Ultra Swim 1,Scadding Court Community Centre,0.5,0,21,"43.6509638,-79.40462300000002"
Ultra Swim 3,Parkdale Community Recreation Centre,0.8333,1,45,"43.6464011,-79.43839079999998"
Ultra Swim 9,Lester B. Pearson Collegiate Institute,0.6,0,54,"43.8034669,-79.22573009999996"
Ultra Swim 2,Bedford Park Community Centre,0.8333,0,45,"43.72772459999999,-79.39987339999999"
Ultra Swim 2,Sir Oliver Mowat Collegiate Institute,1,0,54,"43.7794929,-79.14180049999999"
Tiny Tots Swim,Beaches Recreation Centre,1,0,9,"43.674287,-79.29778629999998"
Ultra Swim 2,Bedford Park Community Centre,0.3333,0,18,"43.72772459999999,-79.39987339999999"
Ultra Swim 8,Lester B. Pearson Collegiate Institute,0.4,0,36,"43.8034669,-79.22573009999996"
Ultra Swim 2,Bedford Park Community Centre,0.6667,0,36,"43.72772459999999,-79.39987339999999"
Doug Philpott Tennis Group Lesson,Amesbury Park,0.95,6,95,"43.7065208,-79.48234079999997"
Ultra Swim 2,Bedford Park Community Centre,0.5,0,27,"43.72772459999999,-79.39987339999999"
Ultra Swim 3,Lester B. Pearson Collegiate Institute,1,4,54,"43.8034669,-79.22573009999996"
Preschool Swim 2: Stingray,Lester B. Pearson Collegiate Institute,1,0,54,"43.8034669,-79.22573009999996"
Tiny Tots Swim,Beaches Recreation Centre,1,1,9,"43.674287,-79.29778629999998"
Preschool Swim 3: Otter,Hillcrest Community Centre,1,1,36,"43.6727097,-79.4056784"
Preschool Swim 3: Otter,Hillcrest Community Centre,0.25,0,9,"43.6727097,-79.4056784"
Ultra Swim 2,Scadding Court Community Centre,1,0,42,"43.6509638,-79.40462300000002"
Preschool Swim 3: Otter,Hillcrest Community Centre,0.25,0,9,"43.6727097,-79.4056784"
Ultra Swim 2,Scadding Court Community Centre,1,0,48,"43.6509638,-79.40462300000002"
Tiny Tots Swim,Norseman Community School And Pool,1,1,9,"43.6345864,-79.51572870000001"
Ultra Swim 1,Humber Community Pool - Indoor Pool,0.8333,4,45,"43.7287136,-79.60739460000002"
Ultra Swim 1,Humber Community Pool - Indoor Pool,0.6667,1,36,"43.7287136,-79.60739460000002"
Ultra Swim 4,Parkdale Community Recreation Centre,0.625,0,45,"43.6464011,-79.43839079999998"
Preschool Swim 2: Stingray,Matty Eckler Recreation Centre,1,1,36,"43.6680898,-79.33898669999996"
Guardian Swim 2,Cummer Park Community Centre,1,2,80,"43.79916619999999,-79.37119469999999"
Guardian Swim 1,Cummer Park Community Centre,0.9,0,72,"43.79916619999999,-79.37119469999999"
Ultra Swim 2,Humber Community Pool - Indoor Pool,1,3,54,"43.7287136,-79.60739460000002"
Guardian Swim 1,Parkdale Community Recreation Centre,0.5,0,45,"43.6464011,-79.43839079999998"
Ultra Swim 2,Humber Community Pool - Indoor Pool,0.8333,8,45,"43.7287136,-79.60739460000002"
Ultra Swim 2,Humber Community Pool - Indoor Pool,0.8333,3,45,"43.7287136,-79.60739460000002"
Ultra Swim 4,Parkdale Community Recreation Centre,0.375,0,27,"43.6464011,-79.43839079999998"
Doug Philpott Tennis,Grandravine Park,1,3,100,"43.7525206,-79.48972229999998"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Ultra Swim 5,The Elms Community School,0.75,4,54,"43.72223289999999,-79.55296820000001"
Ultra Swim 1,Hillcrest Community Centre,1,0,54,"43.6727097,-79.4056784"
Preschool Swim 2: Stingray,Leaside Memorial Gardens Pool,0.75,2,54,"43.7020811,-79.36010799999997"
Ultra Swim 1,Hillcrest Community Centre,0.8333,0,45,"43.6727097,-79.4056784"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Preschool Swim 2: Stingray,Leaside Memorial Gardens Pool,0.875,0,63,"43.7020811,-79.36010799999997"
Ultra Swim 3,Humber Community Pool - Indoor Pool,1,0,54,"43.7287136,-79.60739460000002"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Doug Philpott Tennis,Grandravine Park,1,4,100,"43.7525206,-79.48972229999998"
Ultra Swim 1,Hillcrest Community Centre,0.6667,0,36,"43.6727097,-79.4056784"
Doug Philpott Tennis,Grandravine Park,0.85,3,68,"43.7525206,-79.48972229999998"
Preschool Swim 1: Penguin,Cummer Park Community Centre,1,4,48,"43.79916619999999,-79.37119469999999"
Tiny Tots Swim,Riverdale Park East,1,0,9,"43.6746186,-79.35799609999998"
Preschool Swim 2: Stingray,Leaside Memorial Gardens Pool,1,0,72,"43.7020811,-79.36010799999997"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Tiny Tots Swim,Norseman Community School And Pool,1,0,9,"43.6345864,-79.51572870000001"
Preschool Swim 2: Stingray,Leaside Memorial Gardens Pool,1,0,72,"43.7020811,-79.36010799999997"
Doug Philpott Tennis Group Lesson,Amesbury Park,0.9,0,90,"43.7065208,-79.48234079999997"
Tiny Tots Swim,Brown Community Centre,1,0,9,"43.6848973,-79.40128070000003"
Doug Philpott Tennis Group Lesson,Amesbury Park,1,3,100,"43.7065208,-79.48234079999997"
Ultra Swim 2,Douglas Snow Aquatic Centre,0.875,7,56,"43.7674564,-79.41324200000003"
Ultra Swim 4,Humber Community Pool - Indoor Pool,1,0,54,"43.7287136,-79.60739460000002"
Doug Philpott Tennis Group Lesson,Amesbury Park,1,7,80,"43.7065208,-79.48234079999997"
Tri Private Ultra Swim 2,Cummer Park Community Centre,1,0,24,"43.79916619999999,-79.37119469999999"
Preschool Swim 2: Stingray,Riverdale Park East,0.75,0,27,"43.6746186,-79.35799609999998"
Preschool Swim 4: Dolphin,Ourland Park - Outdoor Pool,1,0,18,"43.6155335,-79.50870069999996"
Ultra Swim 3,Humber Community Pool - Indoor Pool,1,4,54,"43.7287136,-79.60739460000002"
Ultra Swim 3,Humber Community Pool - Indoor Pool,0.6667,0,36,"43.7287136,-79.60739460000002"
Preschool Swim 2: Stingray,Douglas Snow Aquatic Centre,1,2,54,"43.7674564,-79.41324200000003"
Preschool Swim 2: Stingray,Douglas Snow Aquatic Centre,0.8333,3,45,"43.7674564,-79.41324200000003"
Ultra Swim 8,Sir Oliver Mowat Collegiate Institute,0.1,0,9,"43.7794929,-79.14180049999999"
Ultra Swim 9,Sir Oliver Mowat Collegiate Institute,0.5,0,45,"43.7794929,-79.14180049999999"
Preschool Swim 3: Otter,Ourland Park - Outdoor Pool,1,0,16,"43.6155335,-79.50870069999996"
Preschool Swim 2: Stingray,Douglas Snow Aquatic Centre,1,1,54,"43.7674564,-79.41324200000003"
Preschool Swim 2: Stingray,Douglas Snow Aquatic Centre,0.8333,1,45,"43.7674564,-79.41324200000003"
Preschool Swim 1: Penguin,Parkdale Community Recreation Centre,1,0,36,"43.6464011,-79.43839079999998"
Ultra Swim 6 - Small Group,Trinity Community Recreation Centre,0.25,0,9,"43.6480604,-79.41482500000001"
Preschool Swim 3: Otter,Greenwood Park,1,1,36,"43.6684952,-79.32675169999999"
Preschool Swim 2: Stingray,Greenwood Park,1,2,36,"43.6684952,-79.32675169999999"
Ultra Swim 2,Parkdale Community Recreation Centre,0.8333,0,45,"43.6464011,-79.43839079999998"
Preschool Swim 3: Otter,Scadding Court Community Centre,0.5,0,16,"43.6509638,-79.40462300000002"
Ultra Swim 3 - Small Group,Runnymede Collegiate Institute,0.75,0,27,"43.6636272,-79.48972229999998"
Rookie Patrol,Agincourt Recreation Centre,0.3333,0,36,"43.7880426,-79.27506549999998"
Preschool Swim 4: Dolphin,Scadding Court Community Centre,0.75,0,24,"43.6509638,-79.40462300000002"
Star Patrol,Agincourt Recreation Centre,0.0833,0,9,"43.7880426,-79.27506549999998"
Ultra Swim 3 - Small Group,Runnymede Collegiate Institute,1,0,36,"43.6636272,-79.48972229999998"
Ultra Swim 3 - Small Group,Runnymede Collegiate Institute,0.75,0,27,"43.6636272,-79.48972229999998"
Preschool Swim 2: Stingray,Scadding Court Community Centre,0.5,0,16,"43.6509638,-79.40462300000002"
Ranger Patrol,Agincourt Recreation Centre,0.0833,0,9,"43.7880426,-79.27506549999998"
Preschool Swim 1: Penguin,Greenwood Park,1,0,36,"43.6684952,-79.32675169999999"
Ultra Swim 9,Lester B. Pearson Collegiate Institute,0.7,0,63,"43.8034669,-79.22573009999996"
Ultra Swim 8,Lester B. Pearson Collegiate Institute,0.9,2,81,"43.8034669,-79.22573009999996"
Ultra Swim 8,Dennis R.Timbrell Resource Centre,0.6,6,54,"43.7180138,-79.33185709999998"
Ultra Swim 4,Sir Oliver Mowat Collegiate Institute,0.75,0,54,"43.7794929,-79.14180049999999"
Ultra Swim 8,Dennis R.Timbrell Resource Centre,0.9,4,81,"43.7180138,-79.33185709999998"
Preschool Swim 2: Stingray,Lester B. Pearson Collegiate Institute,1,0,54,"43.8034669,-79.22573009999996"
Preschool Swim 1: Penguin,Greenwood Park,1,0,36,"43.6684952,-79.32675169999999"
Ultra Swim 5 - Small Group,Annette Community Recreation Centre,1,0,36,"43.6551041,-79.45940150000001"
Preschool Swim 2: Stingray,Greenwood Park,0.25,0,9,"43.6684952,-79.32675169999999"
Ultra Swim 4 - Small Group,Trinity Community Recreation Centre,1,0,36,"43.6480604,-79.41482500000001"
Ultra Swim 3,Lester B. Pearson Collegiate Institute,1,4,54,"43.8034669,-79.22573009999996"
Ultra Swim 4 - Small Group,Annette Community Recreation Centre,1,1,36,"43.6551041,-79.45940150000001"
Preschool Swim 2: Stingray,Greenwood Park,1,0,36,"43.6684952,-79.32675169999999"
Ultra Swim 5 - Small Group,Annette Community Recreation Centre,0.5,0,18,"43.6551041,-79.45940150000001"
Ultra Swim 8 - Female,Lester B. Pearson Collegiate Institute,0.3,0,27,"43.8034669,-79.22573009999996"
Ultra Swim 4,Gihon Spring Outdoor Pool,0.625,0,35,"43.7544748,-79.5944055"
Ultra Swim 4,Gihon Spring Outdoor Pool,0.75,0,54,"43.7544748,-79.5944055"
Tiny Tots Swim,Amos Waites Park - Outdoor Pool,1,0,8,"43.6136464,-79.48831640000003"
Ultra Swim 4 - Small Group,Ourland Park - Outdoor Pool,1,0,18,"43.6155335,-79.50870069999996"
Ultra Swim 9 - Female,Lester B. Pearson Collegiate Institute,0.3,0,27,"43.8034669,-79.22573009999996"
Tiny Tots Swim,Wedgewood Park - Outdoor Pool,1,0,8,"43.645155,-79.54664559999998"
Parkour workshop,Jimmie Simpson Recreation Centre,0.56,0,28,"43.661372,-79.34479549999998"
Women Parkour workshop,Jimmie Simpson Recreation Centre,0.5333,0,8,"43.661372,-79.34479549999998"
Preschool Swim 1: Penguin,Sir Oliver Mowat Collegiate Institute,0.8333,0,45,"43.7794929,-79.14180049999999"
Doug Philpott Tennis,Grandravine Park,0.85,6,85,"43.7525206,-79.48972229999998"
Doug Philpott Tennis,Grandravine Park,0.9,3,90,"43.7525206,-79.48972229999998"
Ultra Swim 3,Richmond Gardens Outdoor Pool,0.6667,0,36,"43.6828621,-79.54383539999998"
Ultra Swim 4,Gihon Spring Outdoor Pool,0.75,0,27,"43.7544748,-79.5944055"
Preschool Swim 2: Stingray,Sir Oliver Mowat Collegiate Institute,0.1667,0,9,"43.7794929,-79.14180049999999"
Preschool Swim 1: Penguin,Matty Eckler Recreation Centre,1,0,36,"43.6680898,-79.33898669999996"
Preschool Swim 2: Stingray,Nelson A. Boylen Collegiate Institute,0.5,0,18,"43.7175035,-79.49534599999998"
Preschool Swim 2: Stingray,Lester B. Pearson Collegiate Institute,1,1,54,"43.8034669,-79.22573009999996"
Preschool Swim 3: Otter,Beaches Recreation Centre,1,0,36,"43.674287,-79.29778629999998"
Preschool Swim 3: Otter,Beaches Recreation Centre,1,0,36,"43.674287,-79.29778629999998"
Ultra Swim 4 - Small Group,Nelson A. Boylen Collegiate Institute,1,0,36,"43.7175035,-79.49534599999998"
Ultra Swim 4 - Small Group,Centennial Recreation Centre - Etobicoke,1,0,36,"43.6909825,-79.47777099999996"
Ultra Swim 3 - Small Group,Centennial Recreation Centre - Etobicoke,1,0,36,"43.6909825,-79.47777099999996"
Ultra Swim 5 - Small Group,Centennial Recreation Centre - Etobicoke,0.75,0,27,"43.6909825,-79.47777099999996"
Preschool Swim 3: Otter,Beaches Recreation Centre,0.75,1,27,"43.674287,-79.29778629999998"
Ultra Swim 3 - Small Group,Annette Community Recreation Centre,1,4,36,"43.6551041,-79.45940150000001"
Ultra Swim 1,Trinity Community Recreation Centre,0.8333,0,45,"43.6480604,-79.41482500000001"
Learn to Skate - Beginner,Centennial Recreation Centre-Scarborough,0.9667,137,261,"43.7733929,-79.23595169999999"
Guardian Swim 1,Scadding Court Community Centre,0.2,0,14,"43.6509638,-79.40462300000002"
Ultra Swim 1,Douglas Snow Aquatic Centre,0.875,1,63,"43.7674564,-79.41324200000003"
Ultra Swim 3 - Small Group,Runnymede Collegiate Institute,1,0,36,"43.6636272,-79.48972229999998"
Ultra Swim 8,Centennial Recreation Centre-Scarborough,0.9,14,72,"43.7733929,-79.23595169999999"
Guardian Swim 1,Scadding Court Community Centre,0.5,0,40,"43.6509638,-79.40462300000002"
Ultra Swim 1,Trinity Community Recreation Centre,0.75,0,27,"43.6480604,-79.41482500000001"
Ultra Swim 1,Douglas Snow Aquatic Centre,0.875,0,63,"43.7674564,-79.41324200000003"
Guardian Swim 3,Douglas Snow Aquatic Centre,0.9,8,72,"43.7674564,-79.41324200000003"
Preschool Swim 1: Penguin,Scadding Court Community Centre,1,0,28,"43.6509638,-79.40462300000002"
Ultra Swim 3 - Small Group,Annette Community Recreation Centre,1,0,36,"43.6551041,-79.45940150000001"
Preschool Swim 2: Stingray,Centennial Recreation Centre - Etobicoke,1,2,36,"43.6909825,-79.47777099999996"
Ultra Swim 4 - Small Group,Rotary Peace Park - Outdoor Pool,0.75,0,24,"43.5944528,-79.5071193"
Preschool Swim 1: Penguin,Scadding Court Community Centre,1,1,32,"43.6509638,-79.40462300000002"
Guardian Swim 1,Lester B. Pearson Collegiate Institute,0.9,2,81,"43.8034669,-79.22573009999996"
Preschool Swim 1: Penguin,Joseph J. Piccininni Community Centre,1,12,36,"43.6744016,-79.4524571"
Ultra Swim 1,Parkdale Community Recreation Centre,1,0,54,"43.6464011,-79.43839079999998"
Preschool Swim 1: Penguin,Greenwood Park,0.5,0,18,"43.6684952,-79.32675169999999"
Ultra Swim 4,Douglas Snow Aquatic Centre,0.875,8,56,"43.7674564,-79.41324200000003"
Ultra Swim 1,Douglas Snow Aquatic Centre,1,0,72,"43.7674564,-79.41324200000003"
Preschool Swim 2: Stingray,Greenwood Park,1,0,36,"43.6684952,-79.32675169999999"
Sports Pack with Caregiver,Heron Park Community Centre,0.9333,30,126,"43.7680142,-79.17636879999998"
Preschool Swim 1: Penguin,Alderwood Pool,1,0,36,"43.6017142,-79.54717249999999"
Philpott Children's Tennis,McGregor Park Community Centre,0.85,11,68,"43.7471605,-79.28070220000001"
Philpott Children's Tennis,McGregor Park Community Centre,1,5,100,"43.7471605,-79.28070220000001"
Philpott Children's Tennis,McGregor Park Community Centre,0.95,13,95,"43.7471605,-79.28070220000001"
Doug Philpott Tennis,Antibes Community Centre,1.1,12,88,"43.7810253,-79.44691879999999"
Tennis Private,Topham Park,1,1,9,"43.7113316,-79.3072957"
Tennis Private,Topham Park,1,1,9,"43.7113316,-79.3072957"
Guardian Swim 1,L'Amoreaux  CI,1,1,80,"43.8027441,-79.31803660000003"
Ultra Swim 2 - Small Group,Alderwood Pool,0.25,0,9,"43.6017142,-79.54717249999999"
Philpott Children's Tennis,Malvern Recreation Centre,0.8,8,80,"43.8093594,-79.21621240000002"
Philpott Children's Tennis,Malvern Recreation Centre,0.9,11,90,"43.8093594,-79.21621240000002"
Preschool Swim 2: Stingray,Heron Park Community Centre,1,8,36,"43.7680142,-79.17636879999998"
Preschool Swim 2: Stingray,Heron Park Community Centre,1,4,36,"43.7680142,-79.17636879999998"
Preschool Swim 3: Otter,Heron Park Community Centre,1,0,36,"43.7680142,-79.17636879999998"
Preschool Swim 1: Penguin,Heron Park Community Centre,0.75,0,27,"43.7680142,-79.17636879999998"
Philpott Children's Tennis,Malvern Recreation Centre,1,2,100,"43.8093594,-79.21621240000002"
Preschool Swim 1: Penguin,Heron Park Community Centre,1,1,36,"43.7680142,-79.17636879999998"
Philpott Children's Tennis,Malvern Recreation Centre,0.9,3,72,"43.8093594,-79.21621240000002"
Philpott Children's Tennis,Malvern Recreation Centre,1,3,80,"43.8093594,-79.21621240000002"
Philpott Children's Tennis,Malvern Recreation Centre,0.85,2,85,"43.8093594,-79.21621240000002"
Philpott Children's Tennis,Malvern Recreation Centre,1,5,100,"43.8093594,-79.21621240000002"
Ultra Swim 1,Cummer Park Community Centre,1,0,64,"43.79916619999999,-79.37119469999999"
Ultra Swim 1,Brown Community Centre,0.5,0,27,"43.6848973,-79.40128070000003"
Ultra Swim 2,Humber Community Pool - Indoor Pool,1,6,54,"43.7287136,-79.60739460000002"
Ultra Swim 2,Albion Pool And Health Club,1,2,54,"43.7398859,-79.58387240000002"
Ultra Swim 5,Cummer Park Community Centre,0.875,0,56,"43.79916619999999,-79.37119469999999"
Preschool Swim 2: Stingray,Albert Campbell Collegiate Institute,1,1,54,"43.8097193,-79.27295170000002"
Doug Philpott Tennis,Grandravine Park,0.9,0,90,"43.7525206,-79.48972229999998"
Tri Private Ultra Swim 5,Cummer Park Community Centre,0.6667,0,16,"43.79916619999999,-79.37119469999999"
Ultra Swim 1,Brown Community Centre,0.6667,0,36,"43.6848973,-79.40128070000003"
Ultra Swim 1,Brown Community Centre,0.3333,0,18,"43.6848973,-79.40128070000003"
Tri Private Ultra Swim 7,Cummer Park Community Centre,1,0,24,"43.79916619999999,-79.37119469999999"
Ultra Swim 2,Albion Pool And Health Club,1,10,54,"43.7398859,-79.58387240000002"
Ultra Swim 2,Albion Pool And Health Club,1,4,54,"43.7398859,-79.58387240000002"
Ultra Swim 2,Albion Pool And Health Club,1,2,48,"43.7398859,-79.58387240000002"
Ultra Swim 3,Cummer Park Community Centre,1,1,64,"43.79916619999999,-79.37119469999999"
Ultra Swim 1,Albion Pool And Health Club,1,0,54,"43.7398859,-79.58387240000002"
Ultra Swim 4,Cummer Park Community Centre,1,0,64,"43.79916619999999,-79.37119469999999"
Preschool Swim 1: Penguin,Humber Community Pool - Indoor Pool,1,1,36,"43.7287136,-79.60739460000002"
Ultra Swim 1,Hillcrest Community Centre,0.8333,0,45,"43.6727097,-79.4056784"
Ultra Swim 9,L'Amoreaux  CI,0.9,0,72,"43.8027441,-79.31803660000003"
Philpott Children's Tennis,McGregor Park Community Centre,0.9,8,72,"43.7471605,-79.28070220000001"
Guardian Swim 1,Hillcrest Community Centre,0.1,0,9,"43.6727097,-79.4056784"
Philpott Children's Tennis,McGregor Park Community Centre,1,6,100,"43.7471605,-79.28070220000001"
Philpott Children's Tennis,McGregor Park Community Centre,0.95,12,95,"43.7471605,-79.28070220000001"
Ultra Swim 6,L'Amoreaux  CI,0.9,2,72,"43.8027441,-79.31803660000003"
Preschool Swim 3: Otter,Hillcrest Community Centre,0.25,0,9,"43.6727097,-79.4056784"
Ultra Swim 1,Earl Beatty Community Centre,0.1667,0,9,"43.6864888,-79.32032549999997"
Guardian Swim 1,Hillcrest Community Centre,0.1,0,9,"43.6727097,-79.4056784"
Ultra Swim 1,L'Amoreaux  CI,1,0,64,"43.8027441,-79.31803660000003"
Preschool Swim 3: Otter,L'Amoreaux  CI,0.8333,1,40,"43.8027441,-79.31803660000003"
Ultra Swim 1,Earl Beatty Community Centre,0.3333,0,18,"43.6864888,-79.32032549999997"
Ultra Swim 1,Earl Beatty Community Centre,0.3333,0,18,"43.6864888,-79.32032549999997"
Ultra Swim 1,Earl Beatty Community Centre,0.6667,0,36,"43.6864888,-79.32032549999997"
Guardian Swim 1,Hillcrest Community Centre,0.3,0,27,"43.6727097,-79.4056784"
Preschool Swim 2: Stingray,Humber Community Pool - Indoor Pool,0.75,0,27,"43.7287136,-79.60739460000002"
Guardian Swim 1,Hillcrest Community Centre,0.3,0,27,"43.6727097,-79.4056784"
Philpott Children's Tennis,McGregor Park Community Centre,0.95,7,95,"43.7471605,-79.28070220000001"
Ultra Swim 5 - Small Group,Alderwood Pool,0.75,1,27,"43.6017142,-79.54717249999999"
Ultra Swim 5,Earl Beatty Community Centre,0.875,0,63,"43.6864888,-79.32032549999997"
Preschool Swim 2: Stingray,Brown Community Centre,0.5,0,18,"43.6848973,-79.40128070000003"
Ultra Swim 5,Earl Beatty Community Centre,0.375,0,27,"43.6864888,-79.32032549999997"
Preschool Swim 2: Stingray,Brown Community Centre,0.5,0,18,"43.6848973,-79.40128070000003"
Ultra Swim 5,Earl Beatty Community Centre,1,0,54,"43.6864888,-79.32032549999997"
Ultra Swim 5,Earl Beatty Community Centre,0.125,0,9,"43.6864888,-79.32032549999997"
Preschool Swim 2: Stingray,Brown Community Centre,0.5,0,18,"43.6848973,-79.40128070000003"
Dance,Milliken Park Community Recreation,1,31,90,"43.8302091,-79.2740086"
Preschool Swim 1: Penguin,Antibes Community Centre,1,15,36,"43.7810253,-79.44691879999999"
Preschool Swim 2: Stingray,Antibes Community Centre,1,7,36,"43.7810253,-79.44691879999999"
Ultra Swim 1,Albert Campbell Collegiate Institute,0.875,1,63,"43.8097193,-79.27295170000002"
Ultra Swim 1,Albert Campbell Collegiate Institute,0.875,1,63,"43.8097193,-79.27295170000002"
Preschool Swim 2: Stingray,Antibes Community Centre,1,11,36,"43.7810253,-79.44691879999999"
Preschool Swim 2: Stingray,Antibes Community Centre,0.25,7,9,"43.7810253,-79.44691879999999"
Preschool Swim 2: Stingray,Antibes Community Centre,0.75,5,27,"43.7810253,-79.44691879999999"
Ultra Swim 9,Humber Community Pool - Indoor Pool,0.4,0,36,"43.7287136,-79.60739460000002"
Ultra Swim 4,Matty Eckler Recreation Centre,0.875,0,63,"43.6680898,-79.33898669999996"
Guardian Swim 3,Dennis R.Timbrell Resource Centre,0.3,0,27,"43.7180138,-79.33185709999998"
Ultra Swim 3,Matty Eckler Recreation Centre,1,5,54,"43.6680898,-79.33898669999996"
Preschool Swim 3: Otter,Parkdale Community Recreation Centre,0.5,0,18,"43.6464011,-79.43839079999998"
Guardian Swim 2,Dennis R.Timbrell Resource Centre,0.8,2,72,"43.7180138,-79.33185709999998"
Guardian Swim 2,Dennis R.Timbrell Resource Centre,0.8,2,72,"43.7180138,-79.33185709999998"
Ultra Swim 4,Cummer Park Community Centre,0.625,0,45,"43.79916619999999,-79.37119469999999"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Ultra Swim 5,Humber Community Pool - Indoor Pool,0.8333,0,45,"43.7287136,-79.60739460000002"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Preschool Swim 2: Stingray,Cummer Park Community Centre,1,0,54,"43.79916619999999,-79.37119469999999"
Tiny Tots Swim,Mary McCormick Recreation Centre,1,0,8,"43.64726100000001,-79.43329130000001"
Preschool Swim 2: Stingray,Cummer Park Community Centre,0.6667,0,36,"43.79916619999999,-79.37119469999999"
Tiny Tots Swim,Mary McCormick Recreation Centre,1,0,8,"43.64726100000001,-79.43329130000001"
Preschool Swim 2: Stingray,Cummer Park Community Centre,1,0,54,"43.79916619999999,-79.37119469999999"
Preschool Swim 3: Otter,Douglas Snow Aquatic Centre,0.8333,0,45,"43.7674564,-79.41324200000003"
Preschool Swim 3: Otter,Douglas Snow Aquatic Centre,1,0,54,"43.7674564,-79.41324200000003"
Ultra Swim 4,Cummer Park Community Centre,0.875,0,63,"43.79916619999999,-79.37119469999999"
Preschool Swim 3: Otter,Douglas Snow Aquatic Centre,1,0,54,"43.7674564,-79.41324200000003"
Ultra Swim 5,Humber Community Pool - Indoor Pool,1,0,54,"43.7287136,-79.60739460000002"
Preschool Swim 3: Otter,Douglas Snow Aquatic Centre,0.5,0,27,"43.7674564,-79.41324200000003"
Guardian Swim 2,Main Square Community Centre,0.9,0,81,"43.6866214,-79.3005159"
Preschool Swim 1: Penguin,Ourland Park - Outdoor Pool,0.25,0,9,"43.6155335,-79.50870069999996"
Preschool Swim 1: Penguin,Ourland Park - Outdoor Pool,0.75,1,27,"43.6155335,-79.50870069999996"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Preschool Swim 1: Penguin,Ourland Park - Outdoor Pool,1,0,36,"43.6155335,-79.50870069999996"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Guardian Swim 1,Main Square Community Centre,0.9,7,81,"43.6866214,-79.3005159"
Ultra Swim 3,Lester B. Pearson Collegiate Institute,0.8333,3,45,"43.8034669,-79.22573009999996"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Ultra Swim 3,Albert Campbell Collegiate Institute,1,0,54,"43.8097193,-79.27295170000002"
Ultra Swim 3 - Small Group,Lambton-Kingsway Outdoor Pool,0.75,0,27,"43.6580361,-79.5078221"
Ultra Swim 4,Dennis R.Timbrell Resource Centre,0.25,14,18,"43.7180138,-79.33185709999998"
Ultra Swim 7,Albert Campbell Collegiate Institute,0.9,1,81,"43.8097193,-79.27295170000002"
Ultra Swim 4,Dennis R.Timbrell Resource Centre,0.75,3,54,"43.7180138,-79.33185709999998"
Ultra Swim 8,Cummer Park Community Centre,0.7,0,56,"43.79916619999999,-79.37119469999999"
Ultra Swim 3,Leaside Memorial Gardens Pool,1,8,54,"43.7020811,-79.36010799999997"
Ultra Swim 3,Albert Campbell Collegiate Institute,1,0,54,"43.8097193,-79.27295170000002"
Ultra Swim 3,Leaside Memorial Gardens Pool,1,1,54,"43.7020811,-79.36010799999997"
Ultra Swim 3,Dennis R.Timbrell Resource Centre,0.75,5,54,"43.7180138,-79.33185709999998"
Ultra Swim 4,Albion Pool And Health Club,1,0,64,"43.7398859,-79.58387240000002"
